,src_conn,dst_conn,source_,transport_,destination_,source_hash,destination_hash
18,sftp_to_tmp,sftp_to_vertica,/tmp/decta,pm_script: import_from_sftp & export_to_sftp,payota.decta_leasideser_transact,4921382588788939435,7583083026193370317
19,intentmedia_ostrovok,sftp_to_tmp,ppc/upload/google_participation_report/,pm_script: import_from_sftp & export_to_sftp,/tmp/ppc,7717793220650466035,7379808344806236542
20,intentmedia_ostrovok,sftp_to_tmp,advertiser_campaign/upload/advertiser_detail_report_v2/,pm_script: import_from_sftp & export_to_sftp,/tmp/intentmedia_advestering_details,6568792267106322902,8136901156725314348
21,sftp_to_tmp,sftp_to_vertica,/tmp/ostrovok@trivago_daily,pm_script: import_from_sftp & export_to_sftp,metasearch.reports_trivago_bm_daily,895418706878859547,4075612303233772085
22,sftp_to_tmp,sftp_to_vertica,/tmp/ppc,pm_script: import_from_sftp & export_to_sftp,ppc.google_ad_stat_after_20230101,7379808344806236542,464477602618289020
23,sftp_to_tmp,sftp_to_vertica,/tmp/ppc,pm_script: import_from_sftp & export_to_sftp,metasearch.reports_google_hotel_performance_free_clicks,7379808344806236542,7833867225329815264
24,tripadvisor_ostrovok,sftp_to_tmp,Zenhotels/click_cost_report/,pm_script: import_from_sftp & export_to_sftp,/tmp/zenhotels@tripadvisor_click_cost_daily,164444256851673442,1750248140475452995
25,tripadvisor_ostrovok,sftp_to_tmp,Zenhotels/,pm_script: import_from_sftp & export_to_sftp,/tmp/zenhotels@tripadvisor_click_cost_v2_daily,7695450273635504665,5057277524837579188
26,sftp_to_tmp,sftp_to_vertica,/tmp/zenhotels@tripadvisor_mbl,pm_script: import_from_sftp & export_to_sftp,metasearch.reports_tripadvisor_mbl_daily,1516815334192296754,21943537020011898
27,sftp_to_tmp,sftp_to_vertica,/tmp/happyrooms@trivago_daily,pm_script: import_from_sftp & export_to_sftp,metasearch.reports_trivago_daily,1478449988266991476,2133451498782412610
28,intentmedia_ostrovok,sftp_to_tmp,advertiser_campaign/upload/advertiser_snapshot/,pm_script: import_from_sftp & export_to_sftp,/tmp/intentmedia_advestering_snapshots,3957679471747525392,5649617792907660225
